No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
31543,2013,8,7,6,43,21,24,1002,cv,0.89,0,0
31545,2013,8,7,8,43,22,25,1002,SE,0.89,0,0
31546,2013,8,7,9,39,22,28,1003,NW,3.13,0,0
31547,2013,8,7,10,37,22,29,1002,NW,6.26,0,0
31548,2013,8,7,11,43,21,29,1003,NE,1.79,0,0
31551,2013,8,7,14,27,22,29,1002,NW,11.17,0,0
31552,2013,8,7,15,26,20,27,1003,NW,19.22,0,1
31553,2013,8,7,16,19,19,26,1002,NW,26.37,0,2
31555,2013,8,7,18,23,19,25,1002,NW,35.31,0,4
31556,2013,8,7,19,23,19,23,1001,NW,39.33,0,0
31557,2013,8,7,20,32,19,23,1000,NW,42.46,0,1
31558,2013,8,7,21,23,19,24,1002,NW,45.59,0,0
31559,2013,8,7,22,23,18,24,1001,NW,48.72,0,0
31562,2013,8,8,1,18,19,23,1000,NW,55.43,0,0
31563,2013,8,8,2,20,19,23,1000,NE,1.79,0,0
31564,2013,8,8,3,20,19,22,1000,NW,1.79,0,0
31565,2013,8,8,4,17,19,23,1000,NW,2.68,0,0
31566,2013,8,8,5,19,19,22,1000,NW,4.47,0,0
31567,2013,8,8,6,21,19,23,1000,cv,0.89,0,0
31568,2013,8,8,7,22,19,25,1000,cv,1.78,0,0
31569,2013,8,8,8,29,20,25,1000,NW,1.79,0,0
31570,2013,8,8,9,41,19,26,1000,NE,1.79,0,0
31571,2013,8,8,10,33,20,29,1001,cv,0.89,0,0
31573,2013,8,8,12,35,19,32,1000,NW,3.13,0,0
31574,2013,8,8,13,36,17,34,999,NW,7.15,0,0
31575,2013,8,8,14,37,15,34,999,SE,3.13,0,0
31578,2013,8,8,17,30,19,34,998,SE,13.86,0,0
31579,2013,8,8,18,31,18,32,998,SE,18.78,0,0
31582,2013,8,8,21,58,22,31,1001,NW,4.92,0,0
31584,2013,8,8,23,50,18,25,1000,NW,4.92,0,0
31590,2013,8,9,5,23,17,20,1001,NW,24.14,0,0
31592,2013,8,9,7,26,18,24,1001,NW,29.06,0,0
31594,2013,8,9,9,22,16,29,1002,NW,33.98,0,0
31595,2013,8,9,10,29,16,30,1001,NE,1.79,0,0
31596,2013,8,9,11,28,17,33,1001,NW,1.79,0,0
31598,2013,8,9,13,38,16,35,1000,SE,1.79,0,0
31599,2013,8,9,14,42,17,35,1000,SE,4.92,0,0
31602,2013,8,9,17,36,20,35,999,SE,8.05,0,0
31605,2013,8,9,20,49,22,30,1001,SE,17.88,0,0
31606,2013,8,9,21,60,23,27,1001,SE,18.77,0,0
31607,2013,8,9,22,65,22,28,1002,SE,20.56,0,0
31608,2013,8,9,23,56,23,27,1002,SE,22.35,0,0
31609,2013,8,10,0,61,23,27,1002,NE,1.79,0,0
31610,2013,8,10,1,96,23,26,1002,NE,2.68,0,0
31611,2013,8,10,2,101,22,25,1003,NW,0.89,0,0
31613,2013,8,10,4,62,20,24,1003,NW,4.47,0,0
31615,2013,8,10,6,42,20,24,1004,cv,0.89,0,0
31616,2013,8,10,7,45,20,26,1005,cv,1.78,0,0
31617,2013,8,10,8,39,20,26,1005,NW,4.02,0,0
31618,2013,8,10,9,46,21,27,1006,cv,0.89,0,0
31619,2013,8,10,10,62,21,28,1006,cv,1.78,0,0
31620,2013,8,10,11,104,24,30,1005,cv,2.67,0,0
31622,2013,8,10,13,117,24,33,1004,SE,3.58,0,0
31623,2013,8,10,14,113,24,34,1004,cv,1.79,0,0
31625,2013,8,10,16,132,23,34,1004,SE,8.04,0,0
31626,2013,8,10,17,116,23,34,1004,SE,12.06,0,0
31627,2013,8,10,18,93,23,33,1004,SE,15.19,0,0
31629,2013,8,10,20,111,22,30,1005,SE,18.77,0,0
31630,2013,8,10,21,109,23,28,1006,cv,0.89,0,0
31633,2013,8,11,0,74,23,26,1006,cv,0.89,0,0
31634,2013,8,11,1,70,24,27,1006,SE,1.79,0,0
31635,2013,8,11,2,80,24,27,1006,SE,3.58,0,0
31638,2013,8,11,5,172,24,27,1006,cv,0.89,0,0
31640,2013,8,11,7,203,24,27,1007,SE,3.58,0,0
31641,2013,8,11,8,208,24,28,1007,SE,5.37,0,1
31642,2013,8,11,9,175,24,27,1007,NW,4.02,0,3
31644,2013,8,11,11,194,25,29,1007,SE,4.92,0,0
31645,2013,8,11,12,161,25,31,1006,SE,8.05,0,0
31646,2013,8,11,13,176,25,32,1005,SE,11.18,0,0
31647,2013,8,11,14,167,25,32,1004,SE,15.2,0,0
31649,2013,8,11,16,127,23,30,1004,SE,22.35,0,2
31650,2013,8,11,17,55,24,27,1004,cv,0.89,0,3
31651,2013,8,11,18,47,22,25,1004,NW,4.92,0,4
31652,2013,8,11,19,58,22,26,1005,NW,8.94,0,0
31655,2013,8,11,22,58,22,24,1005,SE,1.79,0,1
31656,2013,8,11,23,60,21,25,1004,SE,3.58,0,2
31657,2013,8,12,0,57,23,25,1004,SE,7.6,0,0
31663,2013,8,12,6,38,21,24,1004,SE,22.36,0,0
31664,2013,8,12,7,42,22,24,1004,SE,24.15,0,0
31665,2013,8,12,8,51,22,24,1005,SE,25.94,0,0
31667,2013,8,12,10,48,22,26,1006,SE,32.2,0,0
31669,2013,8,12,12,47,22,29,1005,SE,38.46,0,0
31671,2013,8,12,14,53,21,29,1005,SE,45.61,0,0
31672,2013,8,12,15,47,21,30,1004,SE,49.63,0,0
31674,2013,8,12,17,49,22,30,1003,SE,55.89,0,0
31676,2013,8,12,19,50,22,28,1004,SE,63.04,0,0
31677,2013,8,12,20,57,22,28,1004,SE,66.17,0,0
31679,2013,8,12,22,64,22,27,1005,SE,1.79,0,0
31681,2013,8,13,0,82,23,26,1005,SE,3.57,0,0
31682,2013,8,13,1,87,22,25,1005,SE,5.36,0,0
31683,2013,8,13,2,90,22,25,1005,SE,7.15,0,0
31685,2013,8,13,4,69,22,25,1006,SE,12.07,0,0
31686,2013,8,13,5,63,22,25,1006,SE,12.96,0,0
31687,2013,8,13,6,73,22,25,1006,SE,14.75,0,0
31688,2013,8,13,7,77,22,26,1006,SE,16.54,0,0
31689,2013,8,13,8,78,23,27,1006,cv,0.89,0,0
31690,2013,8,13,9,76,23,28,1005,cv,1.78,0,0
31691,2013,8,13,10,69,23,30,1005,cv,2.67,0,0
31693,2013,8,13,12,76,22,30,1004,cv,4.45,0,0
31695,2013,8,13,14,78,22,32,1003,SE,3.58,0,0
31698,2013,8,13,17,89,23,31,1003,SE,14.75,0,0
31700,2013,8,13,19,95,23,29,1003,SE,21.01,0,0
31702,2013,8,13,21,95,23,28,1005,NE,1.79,0,0
31703,2013,8,13,22,96,24,28,1005,SE,3.13,0,0
31704,2013,8,13,23,36,15,26,999,SE,11.18,0,1
31705,2013,8,14,0,49,19,24,1003,NE,3.13,0,0
31706,2013,8,14,1,73,20,24,1004,NE,6.26,0,0
31708,2013,8,14,3,41,20,24,1003,cv,1.78,0,0
31709,2013,8,14,4,45,21,24,1004,SE,3.13,0,0
31711,2013,8,14,6,65,21,24,1005,SE,0.89,0,0
31712,2013,8,14,7,53,22,24,1005,NE,0.89,0,0
31713,2013,8,14,8,29,21,27,1005,SE,1.79,0,0
31714,2013,8,14,9,42,22,29,1005,cv,0.89,0,0
31715,2013,8,14,10,66,22,30,1004,SE,1.79,0,0
31718,2013,8,14,13,58,22,32,1003,SE,7.16,0,0
31721,2013,8,14,16,69,24,32,1002,SE,20.12,0,0
31722,2013,8,14,17,80,23,32,1003,SE,24.14,0,0
31724,2013,8,14,19,80,24,30,1003,SE,30.4,0,0
31729,2013,8,15,0,57,24,28,1003,SE,43.37,0,0
31731,2013,8,15,2,66,23,27,1003,SE,46.95,0,0
31732,2013,8,15,3,72,23,27,1003,SE,48.74,0,0
31733,2013,8,15,4,70,24,27,1003,SE,50.53,0,0
31735,2013,8,15,6,79,24,26,1003,SE,1.79,0,0
31738,2013,8,15,9,76,24,29,1004,cv,2.67,0,0
31739,2013,8,15,10,86,24,31,1004,cv,3.56,0,0
31740,2013,8,15,11,91,24,31,1003,SE,1.79,0,0
31741,2013,8,15,12,90,23,32,1003,SE,3.58,0,0
31744,2013,8,15,15,105,24,32,1001,SE,11.63,0,0
31747,2013,8,15,18,139,25,31,1001,SE,19.68,0,0
31748,2013,8,15,19,142,25,30,1001,SE,21.47,0,0
31749,2013,8,15,20,151,26,30,1001,SE,23.26,0,0
31755,2013,8,16,2,60,22,27,998,SE,40.7,0,0
31756,2013,8,16,3,65,23,26,999,SE,42.49,0,0
31757,2013,8,16,4,61,23,26,998,cv,0.89,0,0
31759,2013,8,16,6,57,24,27,997,cv,0.89,0,0
31760,2013,8,16,7,68,24,27,997,cv,1.78,0,1
31761,2013,8,16,8,75,24,27,997,SE,1.79,0,2
31766,2013,8,16,13,102,26,30,996,NE,1.79,0,0
31767,2013,8,16,14,117,26,30,996,cv,0.89,0,0
31768,2013,8,16,15,127,26,30,997,NE,3.13,0,0
31769,2013,8,16,16,136,26,30,996,SE,1.79,0,0
31770,2013,8,16,17,140,26,30,996,cv,0.89,0,0
31771,2013,8,16,18,154,26,30,997,cv,1.78,0,0
31772,2013,8,16,19,143,26,29,997,NW,1.79,0,0
31774,2013,8,16,21,148,25,28,998,cv,0.89,0,0
31776,2013,8,16,23,150,25,28,998,cv,2.67,0,0
31777,2013,8,17,0,155,25,28,998,cv,3.56,0,0
31779,2013,8,17,2,145,25,28,998,NE,0.89,0,0
31780,2013,8,17,3,113,25,27,998,cv,0.45,0,0
31781,2013,8,17,4,40,24,26,998,NW,1.79,0,0
31782,2013,8,17,5,24,17,30,999,NW,6.71,0,0
31785,2013,8,17,8,24,12,32,1001,NW,24.59,0,0
31786,2013,8,17,9,25,13,33,1001,NW,31.74,0,0
31788,2013,8,17,11,39,12,34,1001,NW,47.84,0,0
31789,2013,8,17,12,42,10,34,1001,NW,55.89,0,0
31791,2013,8,17,14,29,11,35,1001,NW,69.75,0,0
31793,2013,8,17,16,24,11,35,1001,NW,86.74,0,0
31795,2013,8,17,18,18,10,34,1001,NW,101.94,0,0
31796,2013,8,17,19,18,9,33,1002,NW,107.75,0,0
31797,2013,8,17,20,17,10,32,1002,NW,112.67,0,0
31798,2013,8,17,21,13,13,28,1003,NW,116.69,0,0
31799,2013,8,17,22,17,16,25,1004,NE,1.79,0,0
31800,2013,8,17,23,17,14,25,1004,NW,1.79,0,0
31801,2013,8,18,0,16,14,23,1005,cv,0.89,0,0
31805,2013,8,18,4,15,16,21,1007,NE,1.79,0,0
31808,2013,8,18,7,11,17,25,1009,NW,5.81,0,0
31810,2013,8,18,9,16,15,29,1009,NE,8.04,0,0
31811,2013,8,18,10,13,14,31,1009,NW,3.13,0,0
31815,2013,8,18,14,10,13,33,1008,NE,3.13,0,0
31817,2013,8,18,16,15,13,33,1007,SE,3.13,0,0
31818,2013,8,18,17,18,13,32,1006,SE,4.92,0,0
31819,2013,8,18,18,22,14,32,1006,cv,0.89,0,0
31821,2013,8,18,20,27,14,30,1008,SE,7.15,0,0
31822,2013,8,18,21,21,14,30,1009,cv,3.13,0,0
31823,2013,8,18,22,26,17,27,1009,cv,4.02,0,0
31824,2013,8,18,23,27,17,24,1009,NW,1.79,0,0
31825,2013,8,19,0,,18,23,1010,NW,4.92,0,0
31827,2013,8,19,2,39,17,21,1010,NW,9.84,0,0
31828,2013,8,19,3,36,16,22,1010,NW,12.97,0,0
31832,2013,8,19,7,18,17,23,1011,cv,1.78,0,0
31839,2013,8,19,14,17,11,34,1009,cv,3.57,0,0
31840,2013,8,19,15,8,11,33,1009,SE,1.79,0,0
31843,2013,8,19,18,25,12,31,1008,SE,3.58,0,0
31844,2013,8,19,19,36,13,29,1008,SE,6.71,0,0
31845,2013,8,19,20,27,18,28,1009,cv,0.89,0,0
31847,2013,8,19,22,40,17,25,1009,SE,3.58,0,0
31848,2013,8,19,23,48,19,24,1010,SE,4.47,0,0
31851,2013,8,20,2,70,19,23,1009,SE,9.84,0,0
31852,2013,8,20,3,69,19,24,1009,cv,0.45,0,0
31853,2013,8,20,4,76,19,24,1009,SE,3.13,0,0
31854,2013,8,20,5,92,19,23,1010,SE,4.92,0,0
31856,2013,8,20,7,122,20,24,1010,cv,0.89,0,0
31858,2013,8,20,9,118,19,27,1011,SE,3.58,0,0
31859,2013,8,20,10,108,20,29,1010,SE,5.37,0,0
31860,2013,8,20,11,98,20,29,1010,SE,7.16,0,0
31861,2013,8,20,12,91,20,29,1009,SE,10.29,0,0
31864,2013,8,20,15,63,22,27,1007,NW,7.15,0,1
31865,2013,8,20,16,66,21,27,1007,NE,3.13,0,2
31866,2013,8,20,17,75,22,26,1007,NW,4.02,0,0
31867,2013,8,20,18,104,22,25,1007,NW,8.04,0,1
31868,2013,8,20,19,105,22,24,1007,NE,3.13,0,2
31869,2013,8,20,20,109,22,25,1008,NW,4.92,0,3
31870,2013,8,20,21,110,21,25,1009,NW,6.71,0,0
31871,2013,8,20,22,123,22,24,1008,NE,1.79,0,0
31872,2013,8,20,23,115,22,24,1008,cv,0.89,0,0
31873,2013,8,21,0,,21,24,1008,NE,1.79,0,1
31875,2013,8,21,2,117,22,24,1008,cv,1.78,0,0
31876,2013,8,21,3,111,21,24,1008,NE,1.79,0,0
31877,2013,8,21,4,113,22,24,1008,cv,0.89,0,0
31881,2013,8,21,8,117,22,25,1009,cv,1.78,0,0
31883,2013,8,21,10,121,22,27,1009,cv,3.56,0,0
31884,2013,8,21,11,109,22,27,1009,SE,1.79,0,0
31885,2013,8,21,12,112,20,28,1008,SE,4.92,0,0
31886,2013,8,21,13,101,20,29,1007,SE,8.05,0,0
31887,2013,8,21,14,95,19,31,1007,SE,11.18,0,0
31888,2013,8,21,15,85,18,31,1007,SE,14.31,0,0
31889,2013,8,21,16,69,18,31,1006,SE,18.33,0,0
31890,2013,8,21,17,61,17,31,1006,SE,21.46,0,0
31895,2013,8,21,22,93,18,23,1007,SE,31.75,0,0
31897,2013,8,22,0,106,18,21,1007,SE,33.53,0,0
31898,2013,8,22,1,97,19,21,1007,SE,35.32,0,0
31899,2013,8,22,2,98,19,21,1008,NE,0.89,0,0
31901,2013,8,22,4,144,19,21,1008,NE,0.89,0,0
31902,2013,8,22,5,,19,21,1008,cv,0.45,0,0
31903,2013,8,22,6,143,18,20,1009,NW,3.13,0,0
31904,2013,8,22,7,140,20,22,1009,cv,0.89,0,0
31905,2013,8,22,8,117,19,24,1009,NW,3.13,0,0
31907,2013,8,22,10,119,19,25,1010,cv,0.89,0,0
31908,2013,8,22,11,115,20,25,1010,NW,1.79,0,1
31910,2013,8,22,13,123,20,26,1009,NE,3.58,0,3
31911,2013,8,22,14,,20,26,1008,cv,0.89,0,4
31912,2013,8,22,15,,20,26,1008,cv,1.78,0,0
31913,2013,8,22,16,127,21,26,1008,SE,1.79,0,0
31914,2013,8,22,17,139,21,26,1008,SE,4.92,0,0
31915,2013,8,22,18,128,20,27,1008,SE,6.71,0,0
31919,2013,8,22,22,141,20,24,1009,NE,1.79,0,0
31921,2013,8,23,0,110,21,23,1009,NW,1.79,0,0
31925,2013,8,23,4,114,19,23,1009,NW,10.73,0,0
31926,2013,8,23,5,89,19,22,1009,NW,14.75,0,0
31928,2013,8,23,7,97,19,23,1010,NW,21.9,0,0
31929,2013,8,23,8,77,18,24,1010,NW,25.03,0,0
31932,2013,8,23,11,59,14,32,1010,NW,32.63,0,0
31935,2013,8,23,14,5,11,34,1008,NE,7.6,0,0
31937,2013,8,23,16,15,11,34,1007,NE,11.18,0,0
31939,2013,8,23,18,18,12,32,1007,cv,0.89,0,0
31940,2013,8,23,19,19,17,27,1007,cv,1.78,0,0
31941,2013,8,23,20,23,17,25,1008,cv,2.67,0,0
31944,2013,8,23,23,39,18,22,1009,SE,0.89,0,0
31945,2013,8,24,0,44,17,22,1010,SE,2.68,0,0
31946,2013,8,24,1,73,17,22,1010,NE,1.79,0,0
31949,2013,8,24,4,64,16,20,1009,NW,3.58,0,0
31951,2013,8,24,6,38,16,20,1010,NW,8.5,0,0
31952,2013,8,24,7,27,16,21,1010,NW,11.63,0,0
31953,2013,8,24,8,31,16,24,1010,NW,14.76,0,0
31954,2013,8,24,9,31,15,27,1010,NW,17.89,0,0
31955,2013,8,24,10,22,13,29,1010,NW,21.02,0,0
31956,2013,8,24,11,22,12,31,1010,NW,24.15,0,0
31958,2013,8,24,13,22,9,35,1009,NW,3.13,0,0
31959,2013,8,24,14,11,12,34,1008,NE,3.13,0,0
31960,2013,8,24,15,11,10,34,1008,NE,6.26,0,0
31961,2013,8,24,16,11,13,34,1007,SE,3.13,0,0
31964,2013,8,24,19,39,15,28,1007,SE,8.5,0,0
31965,2013,8,24,20,50,13,27,1008,SE,10.29,0,0
31966,2013,8,24,21,47,16,26,1008,SE,12.08,0,0
31967,2013,8,24,22,49,17,23,1008,cv,0.89,0,0
31969,2013,8,25,0,70,18,22,1008,NE,1.79,0,0
31970,2013,8,25,1,95,18,22,1008,NE,3.58,0,0
31972,2013,8,25,3,59,17,20,1008,NW,3.58,0,0
31973,2013,8,25,4,54,17,20,1008,NW,5.37,0,0
31975,2013,8,25,6,28,16,19,1008,NW,8.95,0,0
31976,2013,8,25,7,31,17,23,1009,NW,10.74,0,0
31977,2013,8,25,8,26,17,26,1009,cv,0.89,0,0
31978,2013,8,25,9,29,16,28,1009,NW,1.79,0,0
31980,2013,8,25,11,29,16,31,1008,cv,1.78,0,0
31983,2013,8,25,14,31,13,35,1005,SE,5.37,0,0
31984,2013,8,25,15,44,11,34,1004,SE,9.39,0,0
31985,2013,8,25,16,38,13,34,1004,SE,15.2,0,0
31987,2013,8,25,18,42,12,32,1003,SE,25.03,0,0
31988,2013,8,25,19,37,12,30,1003,SE,29.05,0,0
31989,2013,8,25,20,45,15,28,1004,SE,33.07,0,0
31990,2013,8,25,21,41,16,27,1004,SE,36.2,0,0
31994,2013,8,26,1,53,18,23,1004,NE,1.79,0,0
31996,2013,8,26,3,65,18,21,1004,NW,3.13,0,0
31997,2013,8,26,4,74,18,21,1004,NE,0.89,0,0
31998,2013,8,26,5,74,17,20,1005,NW,3.13,0,0
32003,2013,8,26,10,23,12,31,1007,NE,11.17,0,0
32005,2013,8,26,12,13,12,33,1006,SE,3.13,0,0
32006,2013,8,26,13,16,13,33,1005,SE,4.92,0,0
32009,2013,8,26,16,38,16,32,1004,SE,17.88,0,0
32012,2013,8,26,19,98,19,28,1005,SE,31.74,0,0
32015,2013,8,26,22,55,19,24,1007,SE,46.5,0,0
32017,2013,8,27,0,59,19,24,1008,SE,51.42,0,0
32018,2013,8,27,1,57,18,23,1008,SE,54.55,0,0
32019,2013,8,27,2,51,18,22,1008,SE,57.68,0,0
32020,2013,8,27,3,47,18,23,1008,SE,60.81,0,0
32023,2013,8,27,6,51,17,23,1008,SE,70.2,0,0
32025,2013,8,27,8,57,17,23,1009,SE,73.78,0,0
32027,2013,8,27,10,60,18,24,1009,SE,80.04,0,0
32028,2013,8,27,11,62,18,25,1009,SE,83.17,0,0
32029,2013,8,27,12,65,19,25,1008,SE,86.3,0,0
32030,2013,8,27,13,60,19,25,1007,NE,1.79,0,0
32031,2013,8,27,14,65,19,26,1007,NE,3.58,0,0
32032,2013,8,27,15,67,20,26,1006,SE,1.79,0,0
32035,2013,8,27,18,50,20,26,1006,SE,12.96,0,0
32036,2013,8,27,19,48,20,25,1005,SE,16.09,0,0
32038,2013,8,27,21,55,19,24,1005,SE,25.03,0,1
32040,2013,8,27,23,38,19,24,1005,SE,32.18,0,1
32041,2013,8,28,0,33,18,23,1004,SE,36.2,0,2
32043,2013,8,28,2,39,18,23,1002,SE,45.14,0,0
32044,2013,8,28,3,40,18,23,1002,SE,48.27,0,0
32046,2013,8,28,5,57,19,22,1001,SE,54.08,0,2
32047,2013,8,28,6,54,19,21,1000,SE,55.87,0,3
32048,2013,8,28,7,60,19,21,1000,cv,1.79,0,4
32050,2013,8,28,9,69,19,21,1001,NE,0.89,0,0
32051,2013,8,28,10,75,20,22,1000,cv,0.89,0,0
32052,2013,8,28,11,84,20,22,1000,SE,1.79,0,0
32053,2013,8,28,12,103,20,24,999,cv,0.89,0,0
32055,2013,8,28,14,81,20,25,999,cv,2.67,0,0
32056,2013,8,28,15,75,20,25,998,cv,3.56,0,0
32058,2013,8,28,17,74,20,25,998,cv,5.34,0,0
32059,2013,8,28,18,75,21,25,998,cv,6.23,0,0
32060,2013,8,28,19,72,21,24,998,cv,7.12,0,0
32065,2013,8,29,0,124,20,22,998,NE,0.89,0,0
32067,2013,8,29,2,113,20,22,999,cv,1.78,0,0
32068,2013,8,29,3,118,20,21,998,NW,1.79,0,0
32069,2013,8,29,4,106,19,20,999,cv,0.89,0,0
32071,2013,8,29,6,16,15,22,1000,NW,8.05,0,0
32072,2013,8,29,7,20,9,25,1000,NW,16.99,0,0
32077,2013,8,29,12,11,7,29,1002,NW,65.71,0,0
32078,2013,8,29,13,9,5,29,1002,NW,77.78,0,0
32080,2013,8,29,15,9,6,29,1003,NW,98.79,0,0
32083,2013,8,29,18,8,7,25,1005,NW,127.85,0,0
32084,2013,8,29,19,12,7,24,1005,NW,135.9,0,0
32085,2013,8,29,20,15,8,24,1006,NW,141.71,0,0
32088,2013,8,29,23,14,11,22,1008,NE,5.81,0,0
32089,2013,8,30,0,14,10,21,1010,NE,11.62,0,0
32090,2013,8,30,1,8,8,21,1010,NE,16.54,0,0
32091,2013,8,30,2,10,10,20,1011,NE,21.46,0,1
32092,2013,8,30,3,10,10,19,1011,NW,3.13,0,0
32100,2013,8,30,11,10,6,26,1013,NW,27.72,0,0
32101,2013,8,30,12,9,5,26,1012,NW,31.74,0,0
32102,2013,8,30,13,,5,27,1012,NW,36.66,0,0
32103,2013,8,30,14,,6,28,1011,NW,40.68,0,0
32104,2013,8,30,15,,6,28,1010,NE,4.02,0,0
32106,2013,8,30,17,10,5,28,1010,cv,0.89,0,0
32107,2013,8,30,18,13,6,25,1010,SE,3.13,0,0
32109,2013,8,30,20,34,12,20,1011,SE,6.71,0,0
32110,2013,8,30,21,36,9,21,1011,SE,8.5,0,0
32111,2013,8,30,22,33,8,23,1011,SE,13.42,0,0
32112,2013,8,30,23,31,11,20,1012,cv,0.89,0,0
32114,2013,8,31,1,49,12,18,1011,NW,1.79,0,0
32115,2013,8,31,2,35,11,16,1011,NW,2.68,0,0
32117,2013,8,31,4,39,11,15,1011,NW,6.26,0,0
32119,2013,8,31,6,18,10,15,1012,NW,9.84,0,0
32120,2013,8,31,7,21,12,18,1013,NW,11.63,0,0
32123,2013,8,31,10,19,7,27,1013,NW,3.13,0,0
32124,2013,8,31,11,13,7,28,1013,NW,6.26,0,0
32127,2013,8,31,14,10,3,30,1011,NW,1.79,0,0
32128,2013,8,31,15,14,2,31,1010,cv,1.79,0,0
32129,2013,8,31,16,15,2,31,1010,NW,3.13,0,0
32130,2013,8,31,17,18,7,28,1010,SE,1.79,0,0
32131,2013,8,31,18,21,10,25,1010,SE,2.68,0,0
32132,2013,8,31,19,16,10,25,1010,cv,0.89,0,0
32133,2013,8,31,20,24,12,21,1011,SE,1.79,0,0
32134,2013,8,31,21,17,14,19,1011,NE,0.89,0,0
32137,2013,9,1,0,55,13,20,1013,SE,12.96,0,0
32142,2013,9,1,5,37,12,15,1013,NW,3.13,0,0
32143,2013,9,1,6,40,12,15,1014,NW,6.26,0,0
32147,2013,9,1,10,33,12,24,1014,NE,9.39,0,0
32148,2013,9,1,11,31,13,27,1014,NE,11.18,0,0
32150,2013,9,1,13,33,11,29,1013,SE,1.79,0,0
32152,2013,9,1,15,42,9,30,1011,SE,1.79,0,0
32153,2013,9,1,16,45,10,29,1012,cv,0.89,0,0
32154,2013,9,1,17,49,11,28,1011,SE,3.13,0,0
32156,2013,9,1,19,64,15,25,1012,SE,8.05,0,1
32158,2013,9,1,21,69,16,23,1014,NW,0.89,0,0
32159,2013,9,1,22,65,15,23,1015,SE,4.02,0,0
32162,2013,9,2,1,84,14,18,1014,NW,3.13,0,0
32163,2013,9,2,2,89,13,19,1015,cv,0.89,0,0
32164,2013,9,2,3,29,14,18,1015,NW,0.89,0,0
32165,2013,9,2,4,33,14,17,1015,cv,0.45,0,0
32169,2013,9,2,8,43,14,20,1017,cv,1.78,0,0
32171,2013,9,2,10,45,14,25,1017,NW,1.79,0,0
32172,2013,9,2,11,49,11,25,1017,cv,1.79,0,0
32173,2013,9,2,12,43,12,26,1016,NE,1.79,0,0
32174,2013,9,2,13,47,12,27,1016,cv,1.79,0,0
32175,2013,9,2,14,57,12,28,1015,SE,1.79,0,0
32176,2013,9,2,15,55,12,28,1014,SE,3.58,0,0
32177,2013,9,2,16,65,13,27,1014,SE,5.37,0,0
32178,2013,9,2,17,74,13,27,1014,SE,8.5,0,0
32179,2013,9,2,18,74,13,25,1014,SE,10.29,0,0
32182,2013,9,2,21,89,17,21,1016,SE,14.76,0,0
32184,2013,9,2,23,80,17,21,1016,SE,17.44,0,0
32186,2013,9,3,1,95,16,19,1016,cv,0.89,0,0
32190,2013,9,3,5,132,16,18,1016,cv,0.89,0,0
32191,2013,9,3,6,112,16,19,1017,cv,1.78,0,0
32192,2013,9,3,7,99,16,19,1017,NW,3.13,0,0
32193,2013,9,3,8,79,15,21,1017,NE,1.79,0,0
32195,2013,9,3,10,66,16,24,1018,cv,1.78,0,0
32196,2013,9,3,11,76,16,26,1017,cv,3.57,0,0
32199,2013,9,3,14,93,16,28,1015,cv,1.79,0,0
32201,2013,9,3,16,109,16,27,1014,SE,3.13,0,0
32208,2013,9,3,23,123,17,22,1016,SE,17.44,0,0
32212,2013,9,4,3,160,17,21,1016,SE,23.7,0,0
32213,2013,9,4,4,149,17,20,1016,NW,5.81,0,1
32214,2013,9,4,5,38,16,18,1016,SE,3.13,0,2
32218,2013,9,4,9,62,17,20,1017,SE,0.89,0,0
32220,2013,9,4,11,67,17,22,1017,SE,1.79,0,0
32221,2013,9,4,12,77,16,22,1016,SE,4.92,0,1
32222,2013,9,4,13,85,17,21,1016,cv,1.79,0,2
32224,2013,9,4,15,72,17,22,1015,SE,1.79,0,4
32225,2013,9,4,16,68,17,22,1015,SE,4.92,0,5
32226,2013,9,4,17,68,16,21,1015,SE,6.71,0,0
32228,2013,9,4,19,65,17,20,1015,SE,8.49,0,0
32229,2013,9,4,20,81,17,20,1015,cv,0.45,0,1
32232,2013,9,4,23,67,16,18,1015,NW,4.92,0,4
32234,2013,9,5,1,19,16,18,1015,NW,12.07,0,6
32235,2013,9,5,2,19,15,18,1015,NW,16.99,0,7
32236,2013,9,5,3,21,15,18,1015,NW,20.12,0,8
32237,2013,9,5,4,17,15,17,1014,NW,23.25,0,9
32239,2013,9,5,6,12,15,17,1014,NW,30.4,0,0
32240,2013,9,5,7,13,15,17,1014,NW,34.42,0,0
32241,2013,9,5,8,16,15,20,1014,NE,3.13,0,0
32242,2013,9,5,9,15,14,22,1014,NW,3.13,0,0
32244,2013,9,5,11,11,13,24,1014,NE,7.15,0,0
32245,2013,9,5,12,14,10,25,1014,cv,1.79,0,0
32247,2013,9,5,14,13,12,26,1013,cv,5.37,0,0
32248,2013,9,5,15,14,12,26,1012,SE,3.13,0,0
32250,2013,9,5,17,20,15,24,1012,SE,11.18,0,0
32252,2013,9,5,19,48,14,20,1014,SE,21.02,0,0
32254,2013,9,5,21,57,14,19,1016,SE,28.17,0,0
32259,2013,9,6,2,68,14,18,1016,cv,1.78,0,0
32260,2013,9,6,3,67,15,18,1016,cv,2.67,0,0
32262,2013,9,6,5,65,15,18,1016,cv,0.45,0,0
32264,2013,9,6,7,55,15,18,1017,NE,3.13,0,2
32266,2013,9,6,9,66,14,21,1017,SE,3.58,0,0
32269,2013,9,6,12,69,14,24,1016,cv,4.47,0,0
